CustomerId,snapshot_date,will_churn,churn_proba
CUST_02450,2023-11-01,0,0.9356
CUST_01186,2023-12-01,1,0.9356
CUST_04732,2023-11-01,1,0.9356
CUST_03180,2023-11-01,1,0.9355
CUST_04579,2023-12-01,1,0.9355
CUST_03982,2023-11-01,1,0.9355
CUST_01198,2023-12-01,1,0.9355
CUST_04046,2024-01-01,1,0.9355
CUST_03485,2023-12-01,1,0.9355
CUST_04252,2024-01-01,1,0.9355
CUST_03512,2023-11-01,1,0.9355
CUST_03473,2023-11-01,1,0.9354
CUST_04181,2023-12-01,1,0.9354
CUST_01399,2023-12-01,1,0.9353
CUST_03386,2023-11-01,1,0.9353
CUST_00825,2024-01-01,1,0.9352
CUST_02714,2024-01-01,1,0.9352
CUST_01113,2023-11-01,1,0.9352
CUST_01113,2023-12-01,1,0.9352
CUST_02889,2024-01-01,1,0.9352
CUST_01422,2023-12-01,1,0.9349
CUST_02274,2024-01-01,1,0.9348
CUST_04339,2023-12-01,1,0.9348
CUST_00803,2023-11-01,1,0.9348
CUST_04561,2023-12-01,1,0.9347
CUST_01847,2023-12-01,1,0.9347
CUST_01534,2023-11-01,1,0.9347
CUST_01930,2023-11-01,1,0.9347
CUST_04372,2023-11-01,1,0.9346
CUST_04809,2023-12-01,1,0.9346
CUST_03559,2023-12-01,1,0.9346
CUST_04723,2024-01-01,1,0.9346
CUST_03688,2024-01-01,1,0.9346
CUST_04600,2023-12-01,1,0.9346
CUST_03889,2024-01-01,1,0.9346
CUST_01229,2024-01-01,1,0.9346
CUST_04698,2023-11-01,1,0.9346
CUST_00711,2024-01-01,1,0.9346
CUST_01435,2023-12-01,1,0.9346
CUST_00671,2023-12-01,1,0.9346
CUST_01529,2023-11-01,1,0.9346
CUST_03929,2023-11-01,1,0.9346
CUST_03059,2024-01-01,1,0.9345
CUST_02007,2024-01-01,1,0.9345
CUST_03434,2023-11-01,1,0.9345
CUST_01361,2024-01-01,1,0.9345
CUST_02759,2024-01-01,1,0.9345
CUST_00131,2024-01-01,1,0.9345
CUST_03324,2024-01-01,1,0.9345
CUST_03094,2023-12-01,1,0.9345
CUST_03434,2023-12-01,1,0.9345
CUST_00711,2023-12-01,1,0.9342
CUST_01785,2024-01-01,0,0.9342
CUST_03565,2023-12-01,1,0.9342
CUST_00678,2024-01-01,1,0.9342
CUST_04744,2024-01-01,1,0.9341
CUST_03277,2023-12-01,1,0.9341
CUST_02046,2024-01-01,1,0.9341
CUST_02623,2023-11-01,0,0.934
CUST_01361,2023-12-01,1,0.9339
CUST_04420,2024-01-01,1,0.9339
CUST_03978,2023-12-01,1,0.9339
CUST_02274,2023-11-01,1,0.9339
CUST_03324,2023-12-01,1,0.9339
CUST_00076,2023-12-01,1,0.9339
CUST_00796,2023-11-01,1,0.9339
CUST_01503,2023-12-01,1,0.9339
CUST_00709,2023-11-01,1,0.9339
CUST_00513,2023-12-01,1,0.9339
CUST_01901,2023-12-01,1,0.9339
CUST_00825,2023-12-01,1,0.9339
CUST_02002,2024-01-01,1,0.9339
CUST_04225,2023-12-01,1,0.9339
CUST_04339,2024-01-01,1,0.9339
CUST_03150,2023-11-01,1,0.9339
CUST_03824,2024-01-01,1,0.9339
CUST_02745,2024-01-01,1,0.9339
CUST_01435,2024-01-01,1,0.9339
CUST_01788,2024-01-01,1,0.9339
CUST_02496,2023-12-01,1,0.9339
CUST_03094,2023-11-01,1,0.9339
CUST_03022,2023-11-01,1,0.9339
CUST_00245,2023-11-01,1,0.9339
CUST_02714,2023-12-01,1,0.9339
CUST_01488,2023-11-01,1,0.9339
CUST_03431,2024-01-01,1,0.9339
CUST_02847,2024-01-01,1,0.9339
CUST_01380,2023-12-01,1,0.9338
CUST_02212,2023-12-01,1,0.9338
CUST_00427,2023-11-01,1,0.9337
CUST_04604,2023-12-01,1,0.9337
CUST_00957,2023-12-01,0,0.9335
CUST_04843,2024-01-01,1,0.9335
CUST_02430,2023-12-01,1,0.9334
CUST_03059,2023-11-01,1,0.9334
CUST_03861,2024-01-01,1,0.9334
CUST_03861,2023-11-01,1,0.9334
CUST_01780,2023-11-01,1,0.9334
CUST_02469,2024-01-01,1,0.9332
CUST_02777,2024-01-01,1,0.9332
CUST_01298,2023-12-01,1,0.9332
CUST_00109,2023-11-01,1,0.9332
CUST_03431,2023-12-01,1,0.9332
CUST_00475,2023-11-01,1,0.933
CUST_04209,2023-11-01,1,0.9329
CUST_03839,2023-12-01,1,0.9328
CUST_03839,2023-11-01,1,0.9328
CUST_03204,2023-11-01,1,0.9328
CUST_04420,2023-12-01,1,0.9328
CUST_02183,2023-11-01,1,0.9328
CUST_02807,2023-11-01,1,0.9328
CUST_01823,2024-01-01,1,0.9328
CUST_03729,2023-12-01,1,0.9328
CUST_00109,2023-12-01,1,0.9327
CUST_00977,2023-12-01,1,0.9327
CUST_02007,2023-11-01,1,0.9327
CUST_04618,2023-11-01,1,0.9326
CUST_01506,2023-12-01,1,0.9326
CUST_03787,2023-12-01,1,0.9326
CUST_00701,2023-11-01,1,0.9324
CUST_04005,2023-11-01,1,0.9324
CUST_02838,2023-11-01,1,0.9324
CUST_00122,2023-12-01,1,0.9324
CUST_03990,2024-01-01,1,0.9323
CUST_01319,2023-12-01,1,0.9323
CUST_02521,2024-01-01,1,0.9323
CUST_01319,2023-11-01,1,0.9323
CUST_00144,2023-12-01,1,0.9322
CUST_02972,2023-12-01,1,0.9322
CUST_04843,2023-11-01,1,0.9322
CUST_01021,2023-12-01,1,0.932
CUST_01229,2023-11-01,1,0.932
CUST_02129,2023-11-01,1,0.9317
CUST_02521,2023-12-01,1,0.9317
CUST_02335,2023-11-01,1,0.9317
CUST_01214,2023-12-01,1,0.9317
CUST_01853,2023-11-01,1,0.9317
CUST_03990,2023-12-01,1,0.9317
CUST_01404,2024-01-01,1,0.9317
CUST_03138,2023-11-01,1,0.9316
CUST_01410,2023-11-01,1,0.9315
CUST_01814,2024-01-01,1,0.9315
CUST_02058,2024-01-01,1,0.9315
CUST_00478,2023-12-01,1,0.9314
CUST_04037,2023-11-01,1,0.9314
CUST_00916,2023-12-01,1,0.9313
CUST_03259,2023-11-01,1,0.9313
CUST_02444,2023-12-01,1,0.9311
CUST_04566,2023-12-01,1,0.9311
CUST_01042,2023-12-01,1,0.9311
CUST_00884,2023-12-01,1,0.9311
CUST_02759,2023-11-01,1,0.9311
CUST_00909,2023-12-01,1,0.931
CUST_03044,2023-11-01,1,0.931
CUST_01087,2024-01-01,1,0.931
CUST_02534,2023-12-01,1,0.931
CUST_00283,2023-11-01,1,0.931
CUST_01227,2023-12-01,1,0.931
CUST_01767,2024-01-01,1,0.9309
CUST_02348,2024-01-01,1,0.9307
CUST_03239,2023-12-01,1,0.9306
CUST_04960,2024-01-01,1,0.9306
CUST_00400,2023-11-01,1,0.9306
CUST_01229,2023-12-01,1,0.9306
CUST_04609,2023-11-01,1,0.9305
CUST_01302,2024-01-01,1,0.9305
CUST_03565,2023-11-01,1,0.9305
CUST_02124,2024-01-01,1,0.9305
CUST_04609,2023-12-01,1,0.9305
CUST_01302,2023-12-01,1,0.9305
CUST_01929,2023-11-01,1,0.9305
CUST_01376,2023-11-01,1,0.9305
CUST_01617,2023-12-01,1,0.9305
CUST_04594,2023-11-01,1,0.9305
CUST_04658,2023-12-01,1,0.9305
CUST_01196,2024-01-01,1,0.9304
CUST_04287,2023-12-01,1,0.9304
CUST_01202,2024-01-01,1,0.9304
CUST_02059,2023-11-01,1,0.9303
CUST_03375,2023-12-01,1,0.9303
CUST_02641,2024-01-01,1,0.9302
CUST_03349,2023-11-01,1,0.9302
CUST_03105,2023-11-01,1,0.9302
CUST_03592,2023-11-01,1,0.9301
CUST_04524,2024-01-01,1,0.9301
CUST_01410,2023-12-01,1,0.9299
CUST_03662,2023-11-01,1,0.9299
CUST_04970,2023-12-01,1,0.9299
CUST_03027,2023-11-01,1,0.9299
CUST_03027,2023-12-01,1,0.9299
CUST_04732,2023-12-01,1,0.9298
CUST_03686,2023-12-01,1,0.9297
CUST_04606,2023-11-01,1,0.9297
CUST_02683,2023-12-01,1,0.9297
CUST_00638,2024-01-01,1,0.9297
CUST_02434,2023-11-01,1,0.9297
CUST_02183,2024-01-01,1,0.9297
CUST_02188,2023-12-01,1,0.9296
CUST_04824,2024-01-01,1,0.9293
CUST_01349,2023-11-01,1,0.9291
CUST_02101,2023-11-01,1,0.9291
CUST_03833,2024-01-01,1,0.929
CUST_02409,2023-11-01,1,0.9289
CUST_04868,2023-11-01,1,0.9289
CUST_03230,2023-12-01,1,0.9289
CUST_00251,2024-01-01,1,0.9289
CUST_00327,2023-12-01,1,0.9289
CUST_01111,2023-12-01,1,0.9288
CUST_04723,2023-11-01,1,0.9288
CUST_00701,2024-01-01,1,0.9286
CUST_01577,2023-11-01,1,0.9286
CUST_00909,2023-11-01,1,0.9285
CUST_00463,2024-01-01,1,0.9285
CUST_01650,2024-01-01,1,0.9284
CUST_00047,2024-01-01,1,0.9284
CUST_03563,2024-01-01,1,0.9283
CUST_04718,2024-01-01,1,0.9283
CUST_03326,2023-12-01,1,0.9283
CUST_00311,2023-11-01,1,0.9282
CUST_00029,2023-12-01,1,0.9281
CUST_04609,2024-01-01,1,0.9281
CUST_03373,2024-01-01,1,0.9281
CUST_03272,2024-01-01,1,0.928
CUST_04961,2023-12-01,1,0.928
CUST_00445,2023-11-01,1,0.928
CUST_01488,2023-12-01,1,0.9279
CUST_03401,2024-01-01,1,0.9278
CUST_02499,2024-01-01,1,0.9278
CUST_03909,2023-12-01,1,0.9278
CUST_04554,2023-11-01,1,0.9278
CUST_03923,2023-11-01,1,0.9277
CUST_01341,2023-12-01,1,0.9277
CUST_01367,2024-01-01,0,0.9277
CUST_02023,2023-12-01,1,0.9277
CUST_04145,2023-11-01,1,0.9275
CUST_00251,2023-11-01,1,0.9275
CUST_00919,2023-11-01,1,0.9274
CUST_01036,2023-11-01,1,0.9274
CUST_02535,2024-01-01,1,0.9273
CUST_02721,2023-11-01,1,0.9273
CUST_03203,2024-01-01,1,0.9272
CUST_02403,2024-01-01,1,0.9271
CUST_02556,2023-12-01,1,0.927
CUST_02962,2023-11-01,0,0.9269
CUST_02629,2024-01-01,1,0.9267
CUST_04584,2024-01-01,1,0.9267
CUST_04989,2024-01-01,1,0.9266
CUST_04920,2023-11-01,1,0.9265
CUST_03164,2023-12-01,1,0.9265
CUST_03869,2024-01-01,1,0.9264
CUST_03875,2023-12-01,1,0.9263
CUST_00831,2023-12-01,0,0.9262
CUST_02911,2024-01-01,0,0.926
CUST_03341,2023-12-01,0,0.926
CUST_00642,2024-01-01,1,0.9259
CUST_04132,2024-01-01,1,0.9258
CUST_03096,2024-01-01,1,0.9257
CUST_04132,2023-12-01,1,0.9256
CUST_00818,2023-12-01,0,0.9255
CUST_03130,2024-01-01,1,0.9254
CUST_02994,2023-12-01,1,0.9254
CUST_03746,2024-01-01,1,0.9253
CUST_00189,2023-11-01,1,0.9253
CUST_00656,2023-12-01,1,0.9253
CUST_02186,2023-11-01,1,0.9252
CUST_01628,2023-12-01,1,0.9251
CUST_01843,2023-11-01,1,0.9251
CUST_01628,2024-01-01,1,0.9251
CUST_04369,2024-01-01,1,0.925
CUST_01897,2024-01-01,1,0.9249
CUST_01960,2024-01-01,1,0.9243
CUST_00246,2023-11-01,1,0.9242
CUST_00668,2023-12-01,1,0.9239
CUST_01500,2023-11-01,1,0.9238
CUST_03130,2023-11-01,1,0.9238
CUST_01365,2023-12-01,1,0.9238
CUST_02365,2024-01-01,1,0.9235
CUST_04083,2023-12-01,1,0.9235
CUST_03050,2023-11-01,1,0.9235
CUST_04920,2023-12-01,1,0.9234
CUST_00730,2024-01-01,1,0.9233
CUST_00730,2023-11-01,1,0.9233
CUST_03237,2024-01-01,1,0.9233
CUST_03704,2024-01-01,1,0.9233
CUST_00047,2023-11-01,1,0.9231
CUST_00747,2023-11-01,0,0.9223
CUST_02805,2024-01-01,1,0.9222
CUST_04347,2023-11-01,1,0.922
CUST_02822,2023-12-01,1,0.922
CUST_02538,2023-12-01,1,0.9213
CUST_04317,2023-12-01,1,0.9203
CUST_02158,2023-12-01,1,0.9202
CUST_00766,2023-12-01,1,0.9202
CUST_02547,2023-12-01,1,0.9192
CUST_04885,2024-01-01,1,0.9192
CUST_01182,2023-11-01,1,0.9191
CUST_03378,2024-01-01,1,0.9187
CUST_04607,2023-11-01,1,0.9187
CUST_03962,2023-11-01,1,0.9182
CUST_01182,2023-12-01,1,0.9181
CUST_02083,2024-01-01,1,0.918
CUST_01246,2023-11-01,1,0.918
CUST_03225,2023-11-01,1,0.9179
CUST_03671,2023-12-01,1,0.9176
CUST_00637,2023-11-01,1,0.917
CUST_00457,2023-11-01,1,0.917
CUST_03048,2024-01-01,1,0.917
CUST_02083,2023-11-01,1,0.9168
CUST_03698,2023-11-01,1,0.9166
CUST_02078,2024-01-01,0,0.9162
CUST_04878,2023-11-01,1,0.916
CUST_01877,2024-01-01,1,0.916
CUST_03216,2024-01-01,1,0.9155
CUST_03681,2023-12-01,1,0.9154
CUST_00858,2023-12-01,1,0.9153
CUST_04633,2023-11-01,1,0.9153
CUST_01422,2024-01-01,1,0.9151
CUST_03435,2023-11-01,0,0.915
CUST_00494,2023-11-01,1,0.9147
CUST_02547,2023-11-01,1,0.9146
CUST_00277,2023-12-01,1,0.9146
CUST_04573,2023-12-01,1,0.9146
CUST_00527,2023-12-01,1,0.9144
CUST_04853,2024-01-01,1,0.9143
CUST_04592,2023-12-01,1,0.914
CUST_00528,2024-01-01,0,0.914
CUST_01671,2023-11-01,1,0.9139
CUST_02130,2024-01-01,0,0.9138
CUST_00982,2023-11-01,1,0.9138
CUST_00366,2024-01-01,0,0.9136
CUST_03145,2023-11-01,0,0.9133
CUST_02724,2023-12-01,1,0.9133
CUST_03592,2023-12-01,1,0.9133
CUST_03009,2024-01-01,1,0.9131
CUST_01501,2023-12-01,1,0.9131
CUST_04841,2023-12-01,0,0.9131
CUST_03698,2023-12-01,1,0.9129
CUST_02188,2024-01-01,1,0.9124
CUST_01173,2023-11-01,1,0.9124
CUST_04853,2023-11-01,1,0.9123
CUST_02593,2024-01-01,1,0.9123
CUST_00053,2023-12-01,1,0.9122
CUST_04163,2024-01-01,1,0.9122
CUST_01773,2024-01-01,1,0.9122
CUST_02839,2023-12-01,1,0.9121
CUST_01682,2024-01-01,1,0.912
CUST_03031,2024-01-01,1,0.912
CUST_03194,2023-12-01,1,0.912
CUST_01241,2023-12-01,1,0.9118
CUST_03297,2024-01-01,0,0.9117
CUST_00657,2023-12-01,1,0.9116
CUST_01222,2024-01-01,1,0.9115
CUST_00842,2023-12-01,1,0.9115
CUST_00842,2023-11-01,1,0.9115
CUST_01718,2024-01-01,1,0.9114
CUST_03705,2023-12-01,1,0.9113
CUST_03710,2023-11-01,1,0.9113
CUST_04604,2024-01-01,1,0.9112
CUST_00412,2024-01-01,1,0.9111
CUST_00121,2023-11-01,1,0.911
CUST_02839,2024-01-01,1,0.9106
CUST_04453,2023-12-01,1,0.9104
CUST_03745,2023-11-01,1,0.9104
CUST_00312,2023-11-01,1,0.9104
CUST_01871,2023-11-01,1,0.9104
CUST_02725,2023-12-01,0,0.9103
CUST_00670,2024-01-01,1,0.9102
CUST_03084,2024-01-01,1,0.9101
CUST_00383,2023-11-01,1,0.9101
CUST_02836,2024-01-01,1,0.9099
CUST_03502,2024-01-01,1,0.9098
CUST_02563,2023-11-01,1,0.9095
CUST_01568,2023-12-01,1,0.9095
CUST_03222,2024-01-01,1,0.9094
CUST_01024,2023-11-01,1,0.9094
CUST_02322,2024-01-01,1,0.9094
CUST_00071,2023-12-01,1,0.9093
CUST_02882,2024-01-01,1,0.9093
CUST_00314,2024-01-01,1,0.9092
CUST_00682,2023-11-01,1,0.9092
CUST_04210,2023-12-01,1,0.9092
CUST_04588,2023-12-01,1,0.9092
CUST_01130,2024-01-01,1,0.9089
CUST_02805,2023-11-01,1,0.9088
CUST_03547,2023-12-01,1,0.9085
CUST_00775,2023-12-01,0,0.9085
CUST_02008,2024-01-01,1,0.9083
CUST_00959,2024-01-01,1,0.9083
CUST_01646,2024-01-01,1,0.9083
CUST_04379,2024-01-01,1,0.9083
CUST_04414,2024-01-01,1,0.9083
CUST_04567,2023-11-01,1,0.9082
CUST_02223,2024-01-01,1,0.9081
CUST_03185,2024-01-01,1,0.908
CUST_04414,2023-12-01,1,0.9079
CUST_02141,2023-11-01,1,0.9077
CUST_01372,2023-12-01,1,0.9076
CUST_02960,2023-12-01,0,0.9076
CUST_03269,2024-01-01,1,0.9075
CUST_00192,2023-12-01,1,0.9071
CUST_00959,2023-12-01,1,0.9071
CUST_01088,2023-11-01,1,0.907
CUST_01830,2023-11-01,1,0.9069
CUST_01878,2023-12-01,0,0.9068
CUST_01501,2024-01-01,1,0.9068
CUST_00445,2023-12-01,1,0.9068
CUST_02523,2023-11-01,1,0.9066
CUST_00106,2023-12-01,1,0.9064
CUST_03362,2023-11-01,1,0.9064
CUST_00323,2023-12-01,1,0.9062
CUST_04080,2023-11-01,1,0.9062
CUST_04080,2023-12-01,1,0.9062
CUST_04914,2023-12-01,1,0.9062
CUST_04462,2024-01-01,1,0.9062
CUST_02573,2023-12-01,0,0.906
CUST_04958,2023-12-01,1,0.9059
CUST_01093,2023-12-01,0,0.9057
CUST_01012,2023-11-01,1,0.9056
CUST_00659,2023-12-01,1,0.9056
CUST_04471,2023-12-01,1,0.9056
CUST_03185,2023-12-01,1,0.9054
CUST_02335,2023-12-01,1,0.9054
CUST_01525,2023-12-01,1,0.9054
CUST_01719,2023-12-01,1,0.9053
CUST_02954,2024-01-01,1,0.9053
CUST_00707,2023-12-01,1,0.9053
CUST_04627,2024-01-01,0,0.9053
CUST_00659,2024-01-01,1,0.9053
CUST_04561,2024-01-01,1,0.9052
CUST_00323,2023-11-01,1,0.905
CUST_04902,2023-12-01,1,0.9047
CUST_00035,2024-01-01,1,0.9046
CUST_04202,2024-01-01,1,0.9045
CUST_02715,2023-11-01,1,0.9044
CUST_02329,2024-01-01,0,0.9044
CUST_00124,2024-01-01,1,0.9044
CUST_03987,2024-01-01,1,0.9044
CUST_04903,2024-01-01,0,0.9043
CUST_03277,2024-01-01,1,0.9041
CUST_03269,2023-11-01,1,0.9038
CUST_02754,2023-12-01,1,0.9037
CUST_00544,2023-11-01,1,0.9037
CUST_04376,2023-12-01,1,0.9037
CUST_01144,2023-11-01,1,0.9031
CUST_00815,2023-12-01,0,0.903
CUST_02416,2024-01-01,1,0.9028
CUST_03731,2023-11-01,0,0.9028
CUST_03537,2023-12-01,1,0.9028
CUST_02114,2023-11-01,1,0.9028
CUST_04252,2023-12-01,1,0.9028
CUST_03238,2023-12-01,1,0.9028
CUST_02618,2024-01-01,1,0.9028
CUST_03238,2023-11-01,1,0.9028
CUST_03877,2024-01-01,1,0.9027
CUST_02088,2023-12-01,1,0.9027
CUST_00377,2023-12-01,1,0.9023
CUST_01041,2024-01-01,0,0.9022
CUST_03953,2024-01-01,0,0.9019
CUST_01041,2023-12-01,0,0.9019
CUST_01278,2023-11-01,1,0.9019
CUST_00645,2023-12-01,0,0.9019
CUST_01932,2024-01-01,1,0.9018
CUST_02347,2023-12-01,1,0.9018
CUST_01665,2023-12-01,1,0.9018
CUST_03386,2024-01-01,1,0.9018
CUST_02593,2023-11-01,1,0.9018
CUST_02212,2024-01-01,1,0.9018
CUST_04880,2023-11-01,1,0.9018
CUST_03455,2023-12-01,0,0.9018
CUST_04462,2023-11-01,1,0.9017
CUST_04181,2024-01-01,1,0.9017
CUST_04757,2023-12-01,1,0.9016
CUST_02206,2023-11-01,1,0.9014
CUST_04868,2024-01-01,1,0.9012
CUST_01278,2023-12-01,1,0.901
CUST_00659,2023-11-01,1,0.901
CUST_04189,2023-11-01,0,0.901
CUST_02422,2024-01-01,1,0.901
CUST_00707,2023-11-01,1,0.9009
CUST_04925,2024-01-01,1,0.9009
CUST_04961,2024-01-01,1,0.9009
CUST_00968,2023-12-01,1,0.9009
CUST_04170,2024-01-01,1,0.9008
CUST_03994,2024-01-01,1,0.9008
CUST_00151,2023-12-01,1,0.9007
CUST_03022,2024-01-01,1,0.9007
CUST_04372,2023-12-01,1,0.9007
CUST_00360,2023-12-01,1,0.9007
CUST_04600,2024-01-01,1,0.9007
CUST_03559,2024-01-01,1,0.9007
CUST_01833,2024-01-01,1,0.9007
CUST_04600,2023-11-01,1,0.9007
CUST_03547,2024-01-01,1,0.9007
CUST_04850,2023-11-01,1,0.9007
CUST_00614,2023-12-01,1,0.9007
CUST_01987,2024-01-01,1,0.9007
CUST_03613,2023-12-01,1,0.9007
CUST_04069,2023-12-01,1,0.9005
CUST_01646,2023-12-01,1,0.9004
CUST_03430,2023-11-01,1,0.9004
CUST_01801,2023-11-01,1,0.9003
CUST_04809,2023-11-01,1,0.9
CUST_01662,2023-12-01,1,0.9
CUST_02435,2024-01-01,1,0.9
CUST_04775,2024-01-01,1,0.8999
CUST_04474,2023-12-01,1,0.8999
CUST_01575,2024-01-01,1,0.8999
CUST_00704,2023-12-01,0,0.8998
CUST_00684,2023-11-01,1,0.8997
CUST_01186,2023-11-01,1,0.8997
CUST_03032,2024-01-01,1,0.8996
CUST_00131,2023-11-01,1,0.8996
CUST_03994,2023-11-01,1,0.8995
CUST_02899,2023-11-01,1,0.8994
CUST_02252,2023-11-01,1,0.8993
CUST_01826,2023-12-01,0,0.8993
CUST_01833,2023-12-01,1,0.8993
CUST_03662,2024-01-01,1,0.8993
CUST_02170,2023-12-01,1,0.8993
CUST_03559,2023-11-01,1,0.8993
CUST_03018,2023-12-01,1,0.8993
CUST_04850,2023-12-01,1,0.8993
CUST_00033,2023-11-01,1,0.8992
CUST_03982,2024-01-01,1,0.8992
CUST_02430,2024-01-01,1,0.8992
CUST_02206,2024-01-01,1,0.8991
CUST_01396,2023-11-01,1,0.899
CUST_02575,2023-11-01,1,0.899
CUST_02517,2024-01-01,1,0.899
CUST_01801,2023-12-01,1,0.8989
CUST_01863,2023-11-01,1,0.8989
CUST_02132,2023-11-01,1,0.8988
CUST_03787,2024-01-01,1,0.8986
CUST_00145,2023-12-01,0,0.8984
CUST_01620,2023-11-01,1,0.8983
CUST_01261,2023-12-01,1,0.8983
CUST_01506,2023-11-01,1,0.8982
CUST_00838,2024-01-01,0,0.8981
CUST_00109,2024-01-01,1,0.8981
CUST_03352,2023-11-01,1,0.8981
CUST_02644,2023-12-01,1,0.8981
CUST_02644,2023-11-01,1,0.8981
CUST_04907,2024-01-01,1,0.8981
CUST_03848,2024-01-01,0,0.8981
CUST_03324,2023-11-01,1,0.8981
CUST_04171,2023-11-01,0,0.8981
CUST_02212,2023-11-01,1,0.8981
CUST_04834,2023-11-01,1,0.8981
CUST_04744,2023-12-01,1,0.8981
CUST_02469,2023-12-01,1,0.8981
CUST_02984,2024-01-01,1,0.8981
CUST_03267,2023-11-01,1,0.8981
CUST_04834,2023-12-01,1,0.8981
CUST_01298,2024-01-01,1,0.8981
CUST_02885,2024-01-01,0,0.898
CUST_02244,2024-01-01,1,0.898
CUST_02617,2024-01-01,0,0.898
CUST_01868,2024-01-01,0,0.898
CUST_02252,2024-01-01,1,0.8979
CUST_03788,2023-11-01,1,0.8978
CUST_00637,2024-01-01,1,0.8978
CUST_01275,2024-01-01,1,0.8978
CUST_04775,2023-12-01,1,0.8977
CUST_01571,2023-12-01,0,0.8977
CUST_02089,2023-11-01,1,0.8977
CUST_00912,2024-01-01,1,0.8976
CUST_03548,2023-11-01,1,0.8976
CUST_03662,2023-12-01,1,0.8975
